Symbol,Date,Close,High,Low,Open,Volume
AIG,2018-01-01,59.58,59.58,59.58,59.58,0
AIG,2018-01-02,59.5,60.0,59.12,60.0,3769607
AIG,2018-01-03,60.16,60.28,59.27,59.38,4959322
AIG,2018-01-04,60.4,61.05,60.28,60.42,4170571
AIG,2018-01-05,60.65,60.79,60.37,60.64,3726098
AIG,2018-01-08,60.25,60.53,60.141,60.46,3229169
AIG,2018-01-09,60.63,61.275,60.25,60.36,6669064
AIG,2018-01-10,61.0,61.35,60.55,60.64,12261262
AIG,2018-01-11,61.15,61.46,61.05,61.24,6536515
AIG,2018-01-12,60.97,61.22,60.79,60.95,6240145
AIG,2018-01-15,60.97,60.97,60.97,60.97,0
AIG,2018-01-16,61.06,61.3,60.89,61.14,6078929
AIG,2018-01-17,61.42,61.59,61.185,61.4,4935670
AIG,2018-01-18,61.53,61.78,61.03,61.56,5402110
AIG,2018-01-19,61.55,61.85,61.33,61.67,6498699
AIG,2018-01-22,61.0,61.36,60.44,61.36,7217596
AIG,2018-01-23,62.34,62.5,60.71,60.85,10001225
AIG,2018-01-24,64.32,64.5368,62.41,62.47,10387491
AIG,2018-01-25,64.8,64.885,63.83,64.35,6113389
AIG,2018-01-26,64.68,64.91,64.24,64.62,5014143
AIG,2018-01-29,64.26,65.05,64.22,64.64,4270458
AIG,2018-01-30,63.35,64.32,63.11,63.57,4555667
AIG,2018-01-31,63.92,64.101,63.34,63.67,4909467
AIG,2018-02-01,64.17,64.275,63.295,63.74,4120710
AIG,2018-02-02,63.04,63.97,62.87,63.88,4294412
AIG,2018-02-05,60.63,62.6,60.45,62.29,8578180
AIG,2018-02-06,60.26,60.68,59.04,59.68,12035697
AIG,2018-02-07,60.47,61.3,59.68,60.0,7719767
AIG,2018-02-08,58.28,60.62,58.27,60.45,7377638
AIG,2018-02-09,60.22,61.7,58.35,61.35,15131984
AIG,2018-02-12,59.61,60.4202,59.14,60.35,6074085
AIG,2018-02-13,59.43,59.745,58.68,59.13,4948329
AIG,2018-02-14,59.41,59.62,58.68,59.12,6742143
AIG,2018-02-15,59.23,59.8,58.97,59.66,7869659
AIG,2018-02-16,59.47,59.905,58.91,59.1,6828620
AIG,2018-02-19,59.47,59.47,59.47,59.47,0
AIG,2018-02-20,60.04,60.16,59.23,59.27,5349124
AIG,2018-02-21,60.18,61.36,59.74,59.81,7203226
AIG,2018-02-22,59.96,60.96,59.87,60.32,23186947
AIG,2018-02-23,60.07,60.5,59.59,60.24,5612037
AIG,2018-02-26,59.01,60.2,58.47,59.97,11793260
AIG,2018-02-27,58.23,59.63,58.155,58.98,8559344
AIG,2018-02-28,57.34,58.85,57.34,58.58,9170481
AIG,2018-03-01,56.47,57.61,56.08,57.34,9758593
AIG,2018-03-02,56.51,56.61,55.07,56.11,8434967
AIG,2018-03-05,57.62,57.895,56.32,56.32,9483055
AIG,2018-03-06,58.03,58.25,57.075,57.9,5520443
AIG,2018-03-07,57.31,58.21,57.17,57.56,5873081
AIG,2018-03-08,56.27,57.47,55.53,57.44,12077602
AIG,2018-03-09,56.57,56.945,55.98,56.68,9719842
AIG,2018-03-12,56.61,57.475,56.42,56.68,7615569
AIG,2018-03-13,55.94,56.97,55.63,56.77,7670246
AIG,2018-03-14,54.93,55.87,54.61,55.76,8079298
AIG,2018-03-15,54.66,55.18,54.545,54.93,8167783
AIG,2018-03-16,54.3,54.9,54.03,54.66,11138337
AIG,2018-03-19,54.45,54.765,53.98,54.37,7014288
AIG,2018-03-20,55.63,55.82,54.6,54.64,9030109
AIG,2018-03-21,55.84,56.3952,55.26,55.63,10173494
AIG,2018-03-22,54.81,55.93,54.73,55.3,9088198
AIG,2018-03-23,53.41,55.32,53.34,55.0,8215139
AIG,2018-03-26,54.21,54.8573,53.81,54.07,6978068
AIG,2018-03-27,53.78,54.98,53.45,54.37,6637724
AIG,2018-03-28,54.52,55.0,53.485,53.88,6870570
AIG,2018-03-29,54.42,54.78,54.125,54.57,4537979
AIG,2018-03-30,54.42,54.42,54.42,54.42,0
AIG,2018-04-02,53.12,54.39,52.42,54.23,7341431
AIG,2018-04-03,53.73,53.84,53.01,53.21,5608877
AIG,2018-04-04,54.22,54.3,52.75,53.03,4606361
AIG,2018-04-05,54.55,54.76,54.145,54.43,4993790
AIG,2018-04-06,53.6,54.48,53.09,54.14,5138203
AIG,2018-04-09,53.3,54.09,53.08,53.66,4697219
AIG,2018-04-10,53.52,54.14,53.445,53.82,3842553
AIG,2018-04-11,53.36,53.51,52.94,52.94,4242808
AIG,2018-04-12,53.49,53.97,53.355,53.68,4950073
AIG,2018-04-13,53.59,54.09,53.24,53.94,4468675
AIG,2018-04-16,54.28,54.6,53.64,53.91,6509770
AIG,2018-04-17,54.26,54.49,54.065,54.4,5014359
AIG,2018-04-18,54.46,54.64,54.055,54.46,3985625
AIG,2018-04-19,55.18,55.265,54.46,54.46,5692632
AIG,2018-04-20,55.43,55.66,54.94,55.37,5001451
AIG,2018-04-23,55.18,55.37,54.83,55.36,4393015
AIG,2018-04-24,55.09,55.46,54.805,54.98,4935017
AIG,2018-04-25,55.4,55.56,54.855,55.12,3158248
AIG,2018-04-26,55.54,55.68,54.94,55.31,3551233
AIG,2018-04-27,56.25,56.3,55.57,55.57,4837061
AIG,2018-04-30,56.0,56.79,56.0,56.53,5628381
AIG,2018-05-01,56.31,56.33,55.38,55.9,4196870
AIG,2018-05-02,54.84,55.95,54.59,55.92,7199728
AIG,2018-05-03,51.94,52.01,49.57,50.79,23105759
AIG,2018-05-04,52.84,53.38,51.5,51.57,12503961
AIG,2018-05-07,53.28,53.68,52.02,52.65,10194613
AIG,2018-05-08,53.08,53.47,52.58,53.36,9111855
AIG,2018-05-09,52.82,53.39,52.56,53.09,4536419
AIG,2018-05-10,52.75,53.2,52.52,52.88,5415605
AIG,2018-05-11,52.85,53.17,52.68,52.81,3766493
AIG,2018-05-14,52.92,53.0,52.66,52.93,6183917
AIG,2018-05-15,53.23,53.39,52.8101,52.83,4852720
AIG,2018-05-16,53.71,53.74,52.911,53.05,5461096
AIG,2018-05-17,54.79,55.085,54.44,54.49,8540826
AIG,2018-05-18,55.15,55.45,54.23,54.54,9821608
AIG,2018-05-21,55.29,55.65,55.22,55.36,5076731
AIG,2018-05-22,55.12,55.46,54.8,55.23,5617100
AIG,2018-05-23,54.14,55.04,53.76,54.93,4298080
AIG,2018-05-24,53.71,53.97,53.2,53.97,4139622
AIG,2018-05-25,53.3,53.61,53.02,53.57,2884522
AIG,2018-05-28,53.3,53.3,53.3,53.3,0
AIG,2018-05-29,52.18,52.73,51.53,52.61,6583871
AIG,2018-05-30,53.07,53.19,52.28,52.84,4288030
AIG,2018-05-31,52.79,52.9,52.43,52.72,5900528
AIG,2018-06-01,53.29,53.63,53.13,53.41,4448983
AIG,2018-06-04,53.78,54.17,53.48,53.61,3634854
AIG,2018-06-05,53.84,53.94,53.34,53.63,3947348
AIG,2018-06-06,53.94,54.13,53.245,53.93,5892485
AIG,2018-06-07,53.87,54.0,53.42,54.0,5306508
AIG,2018-06-08,55.12,55.2,53.83,53.98,6956249
AIG,2018-06-11,55.13,55.31,54.815,55.2,3707037
AIG,2018-06-12,54.56,55.33,54.275,55.12,4599821
AIG,2018-06-13,54.7,55.55,54.21,54.35,6017370
AIG,2018-06-14,54.8,55.145,54.435,54.73,6715164
AIG,2018-06-15,55.21,55.42,54.67,54.96,12584801
AIG,2018-06-18,55.55,55.625,54.13,54.52,6504243
AIG,2018-06-19,55.5,55.8122,55.08,55.17,5324960
AIG,2018-06-20,55.21,55.63,55.21,55.6,4537496
AIG,2018-06-21,54.25,55.26,54.11,55.2,5004712
AIG,2018-06-22,54.46,54.65,54.16,54.51,5152561
AIG,2018-06-25,54.22,54.59,53.82,54.46,3477347
AIG,2018-06-26,53.64,54.3,53.1,54.17,3499158
